Sveriges socialdemokratiska arbetareparti | #ED1B34 | S
Moderata samlingspartiet                  | #019CDB | M
Sverigedemokraterna                       | #FEDF09 | SD
Centerpartiet                             | #39944A | C
Vänsterpartiet                            | #B00000 | V
Kristdemokraterna                         | #2D338E | KD
Liberalerna                               | #0069B4 | L
Miljöpartiet de gröna                     | #80AA4E | MP
