Fidesz–KDNP        | #FF6A00 | Fidesz–KDNP
Jobbik             | #000000 | Jobbik
MSZP–Párbeszéd     | #CC0000 | MSZP–Párbeszéd
DK                 | #0067AA | DK
LMP                | #7CC242 | LMP
MM                 | #8E6FCE | MM
MKKP               | #808080 | MKKP
Mi Hazánk Mozgalom | #00563B | Hazánk
Együtt             | #FED500 | Együtt
MSZP               | #CC0000 | MSZP
Párbeszéd          | #3CB34D | Párbeszéd
MLP                | #43C0F0 | MLP
